0,IF priors_count-norace<=5 AND age-norace>=47 AND race!=African-American AND c_charge_desc-norace!=Grand Theft in the 3rd Degree AND c_charge_desc-norace!=Felony Battery (Dom Strang) THEN score_text=Low,0.896551724137931,0.23906705539358597
1,IF race==Other AND age>=31.0 AND priors_count-norace<=5 AND c_charge_desc-norace!=Grand Theft in the 3rd Degree THEN score_text=Low,0.9074074074074074,0.6107871720116618
2,IF priors_count<=2.0 AND age_cat-norace==Greater than 45 AND age-norace>=47 THEN score_text=Low,0.9502762430939227,0.06025267249757049
3,IF c_charge_desc==Driving Under The Influence AND sex-norace!=Female THEN score_text=Low,0.9210526315789473,0.06025267249757049
4,IF priors_count<=2.0 AND age_cat-norace==Greater than 45 AND priors_count-norace<=5 AND age-norace>=47 AND c_charge_desc-norace!=arrest case no charge THEN score_text=Low,0.9370629370629371,0.06025267249757049
5,IF race-norace==African-American AND priors_count<=4.0 AND age>=32.0 AND c_charge_degree-norace==M THEN score_text=Low,0.8602150537634409,0.4319727891156463
6,IF age>=35.0 AND race-norace==African-American AND c_charge_degree-norace!=F AND priors_count<=4.0 AND sex-norace!=Female THEN score_text=Low,0.8597785977859779,0.4319727891156463
7,IF c_charge_desc==Battery AND sex-norace==Female AND race!=Caucasian AND age_cat-norace==25 - 45 THEN score_text=Low,0.8928571428571429,0.29931972789115646
8,IF juv_fel_count-norace>=0 AND juv_fel_count>=2.0 AND priors_count-norace>=5 AND age_cat-norace!=Greater than 45 AND race!=Caucasian THEN score_text=High,0.8214285714285714,0.6904761904761905
9,"IF priors_count<=3.0 AND race==Other AND c_charge_degree-norace==F AND c_charge_desc-norace!=Driving While License Revoked AND c_charge_desc-norace!=Poss3,4 Methylenedioxymethcath THEN score_text=Low",0.9318181818181818,0.29931972789115646
10,IF age>=35.0 AND race-norace==African-American AND priors_count<=4.0 AND age-norace<=47 AND priors_count-norace<=5 THEN score_text=Low,0.8543689320388349,0.4319727891156463
11,IF c_charge_desc-norace==Battery AND race!=African-American AND age>=32.0 AND sex-norace!=Male THEN score_text=Low,0.8648648648648649,0.6107871720116618
12,IF priors_count-norace<=5 AND age_cat==Greater than 45 AND c_charge_degree-norace!=F AND c_charge_desc-norace!=Felony Battery (Dom Strang) AND c_charge_desc-norace!=arrest case no charge THEN score_text=Low,0.8579881656804734,0.012147716229348848
13,IF age>=35.0 AND c_charge_desc-norace==Battery AND c_charge_degree-norace==M AND priors_count-norace<=5 AND sex-norace!=Male THEN score_text=Low,0.8333333333333334,0.3717201166180758
14,IF priors_count<=3.0 AND race==Caucasian AND age-norace>=29 AND c_charge_degree!=F AND sex!=Female THEN score_text=Low,0.8539325842696629,0.3211856171039844
15,IF age<=35.0 AND priors_count-norace>=5 AND priors_count>=12.0 AND c_charge_desc-norace!=arrest case no charge AND priors_count-norace>=5 THEN score_text=High,0.7924528301886793,0.4319727891156463
